index,commentaires
1,The room is well located and clean but lacks hot water and a shower...
1,"I loved the stay. Daphne is comunucating very quickly and cleary.
Room is small cozy and clean. Also very quiet. Location is great near to many beautiful places in Paris."
1,Daphnée is very friendly and respond quickly.Nice experience :)
1,The location is perfect and  the security could be ensured. The room is clean and warm. And Daphnée is a very warm-hearted host. Everything made my short stay in Paris great!
1,不错
1,"Great experience from the communication, check-in, location, room cleanliness to the check-out."
1,Great room!!
1,Françoise’s room is small but perfectly formed :) super comfy and sparkling clean ! Great location too - only 10 mins from both 1st and Gare De Lyon ! Communication was always very speedy and helpful. Thank you again :)
1,Daphnee’s place has a great location. The checkin is seamless and everything is as described: I had a great time in Paris at her place. Would definitely recommend.
1,Beautiful room and very (Website hidden by Airbnb) absolute steal for the location
1,"This was a great stay! It is exactly as advertised and works really just as a place to sleep as there is no wifi, kitchen, etc. Daphnée was super responsive and everything was clean and tidy. There is a sink in the room, apart from the private bathroom, which is nice to not have to leave the room for water."
1,Very central and clean room. Check-in/out was uncomplicated and Daphnée was very responsive.
1,This is a no-frills venue.  It was completely adequate for a single traveler--not for a couple (think very small dormitory room).  There was a 6 floor stair to navigate and no shower facilities.  The building is charming and it met my needs and expectations.  It is in a very good location and reasonably priced.  So I would recommend it on that basis.
1,Nice stay at Daphnée's very well located room. Everything went smoothly and Daphnée was very kind and helpful. Thank you!
1,"As mentioned in the other reviews, this space is Great for one or two days. I was there for all of 18 hours. Bed was cozy, and it was pretty much what I expected as I was just passing through Paris for one day. Great Value if you’re just looking to sleep, refresh, and store your luggage."
1,Thank you
1,"Not good for the quests with luggage. 7th floor without elevator, and very high stairs. No shower! Noise from the neighbors. The rom is very small. You just can’t open the wardrobe because of sofa... And I was denied to keep the luggage until the evening... I had to go with my bags to Gare Lyon and leave it there... Woman, who will meet you doesn’t speak english... and it’s not very easy to open the doors.. the locks are old and do not open well."
1,"La habitación es una antigua chambre de bonne, ideal si quieres pasear París y tener un sitio para dormir. Dado lo complicado de encontrar un alojamiento digno en la ciudad es una opción recomendable"
1,"This is a perfect location or a solo traveller. Keep in mind that its at the top of 5 flights of stairs (fyi heavy luggage people), so it counts as a workout. No shower, but the sink is perfect for a birdbath. Aside from those two details, its near a train and bus station, with a market around the corner.  Catching the train back to CDG is a breeze, and Daphnée’s communication is stellar. Upon arrival and during my stay she replies quick and is very helpful. Would stay here on my next solo trip in a heartbeat."
1,"The room is exactly as described by the host and the guests that stayed before me. Daphnee kept the room well maintained and sparkling clean, provided amnesties like coffee station and fresh towels. It’s exactly what I needed for one night. The room is on the 6th floor which you’ll have to climb stairs for and it didn’t have an Ac or fan it got a bit hot at night but I managed. i could always get hold of Daphnee, if I needed anything or I had any questions, and she is nice. You get your private toilet with a key to lock, which doesn’t have a shower. Overall I’d recommend this room because it has a great location."
1,Good place for a night or two. On the 6th floor so if you dont like stairs I would avoid. Host has quick responses.
1,"The room is fine, but it is very small. I expected it to be better than this. However, the location is very good."
1,Perfect for my short stay in Paris! Had everything I needed even without a shower. Thanks Daphnée!
1,Great place but no WIFI.
1,"The appartment was really nice and clean, perfect for one night. The air was little bit bad and it was quite hot now in the summertime, but otherwise really good!"
1,Women who did the check in was rude and yelled. They were unclear about check out procedure and time and then got upset when we did not check out on time. Place was clean and in a good location. Host does not speak English.
1,"This place is in a really good spot of Paris, there are a lot of things to do close to it and it is easy to get to it. However, the service was not so good and she takes a lot of time to reply to the messages."
1,Great stay for a quick visit to Paris.
1,"Great location, I would definitely book a room there again."
1,"I stayed here one night and it was perfect for my needs as a solo traveler (it’s a twin size bed so two people would be a tight sleeping situation). I didn’t require a kitchen or shower for the night and didn’t need the space except for sleeping.  My visit was in the summer so if you’re traveling in hotter conditions be warned that this room will get uncomfortably hot during the day, even with the one window open.  It was bearable at night but still warm.  However, if you want a space to hang out in at all I’d say find another location, with how small the room is and how hot it can get you aren’t gonna wanna spend any time here until you need to sleep.  Besides that it is a very clean room with a wonderful location to access the city, Daphnée was very responsive and was able to work with a flexible check in time for me, which was wonderful.  All in all a good experience as long as you understand how it is being advertised (as a bare-bones Air Bnb stay)."
1,Perfect for my overnight stay.  Clean and good communication with the host.
1,"El lugar estaba muy limpio, es importante leer bien la descripción antes de ir. Es pequeño pero muy acogedor y tiene calefacción. Daphnée duraba mucho en responder o no respondía, al yo estar viajando sola me hubiera gustado tener más hospitalidad y recomendaciones."
1,"Sweet room in a gorgeous building, great location."
1,Friendly host whose instructions were easy to follow. The room was very clean and nice to be able to make coffee and tea in the room. The flat situated in a nice area at safe and short walk from Gare de Lyon.
1,"6th floor, lots of steps. Completely worth it for the location."
1,"Todo según lo esperado: no hay ducha ni wifi, pero la habitación está impecable y tiene mucha luz, la cama es cómoda y puedes hacerte café y té en la habitación. Ubicación inmejorable. Perfecto para una estancia corta en París!"
1,"Lovey room, very clean, super location !"
1,"The location is great, and it is really clean. It's the best choice for one person who wants to visit Paris."
1,A good place with
1,"Was unable to make it to the home as I missed my flight and Daphnee was unwilling to cancel the stay, but it was not her fault and she was clear about everything in the listing."
1,"整體都不錯,只是洗澡有點小麻煩,其他就還行"
1,"This was an acceptable room, although not great value for money. The fact that this room is on the 6th floor of a liftless building was one disadvantageous aspect. Other drawbacks are: very noisy plumbing. When a toilet is flushed nearby the noise in the room is tremendous; it woke me with a start twice in the night. I was also woken a further two times by unexplained loud crashes coming from I don't know where. There were two bedside lamps, neither of which I could make work, despite investigating the socket and leads. There was no hook to hang my coat (there was a wardrobe but the door doesn't open properly as it is blocked by the bed). The room was quite hot, and this was only April, it could be difficult to sleep in summer here. On the plus side it was clean and there were no street noises. I didn't mind the fact that there is no shower; the basin in the room was adequate for one night's stay. I would have given this room more stars if it had been, say, 20 euros cheaper. My communications with Daphnée were good."
1,"I had a great two night stay at the apartment. The price/quality ratio is standing out, especially if you don’t need a luxury flat. The good communication with the host was very good!"
1,"I had a nice stay here. The room was just as Daphnée described,a neat little room at a good location,although the lack of shower facilities may be a problem for some. It's a pity that Daphnée wasn't there during my stay,but her responces to my questions were timely and helpful."
1,Very good room and location for 1-2 days stay!
1,"É preciso atentar ao fato de que a hospedagem não inclui banho. Dapphnee foi muito honesta e alertou previamente. Fora isso, o imóvel é bem localizado, limpo e silencioso. Ideal para poucos dias."
1,"It was absolutely amazing! Thank you very much Daphnee. location, cleanliness, quick respond was perfect. The room was small but perfect for one or two people. You have everything you need, even tea coffee and hot water! I was lonely girl and was a little bit scared of the neighbourhood but it was absolutely fine and safe, just 5 min from the metro station. Thank you very much for my wonderful stay!"
1,"If you're looking for no frills, properly cleaned, well located accommodation this place fits the bill!"
1,Convenient and clean place for single traveller
1,Great place to crash. Not ideal for a longer stay. It was a bit hard to get instructions for check in but once I got in it was nice.
1,The room is perfectly located for a short city trip in Paris. Daphnée is a great host - she explained everything in great detail and responded immediately to my messages. The check in / check out process was uncomplicated and the room itself very clean. All in all a very nice stay!
1,"Good place to stay for a short time, the bed was great!"
1,Super
1,"Great room if you are simply passing through Paris as a solo traveler. Room is small but has everything you need, basin for a wash, toilet on the landing, bed to sleep in. Basic but fully functional. Daphnee was fast with her responses and her instructions clear and precise."
1,"I never met Daphnée in person but she was always quick to respond and made sure I was able to connect with her mother, in order to get to the room. This room is as advertised. Truly is easy for quick stays but I would think other amenities are necessary for longer visits to Paris. Keep that in mind when deciding!"
1,"Room is as described. Clean place. Being on the 6th floor made for some difficult trips up and down with luggage. Ok if you just have 1 bag, but would not recommend if you’ve got any big luggage. Check in could have been a bit smoother; Owner wasn’t there to give keys and no real directions were given. Hopefully wifi is installed for future guests as this would have improved the experience."
1,Daphne was very helpful arriving in Paris. The apartment was clean and I had an overall nice stay there!
1,Response was always so fast!Suitable for short stay
1,Good place for short term stay.
1,"Daphnee is a very nice and friendly, she answered all questions very fast. Room is very small but clean and perfect place for solo travelers. It has internal window so it’s silent at night. Location is also good - easy to find and not far from the metro stations."
1,"Like the description, for a short stay here is really a perfect place to have. In centre but got peaceful neighborhood. The room is small and cozy, actually you get everything you need. Daphée replies always quick and clearly, don’t you have to worry about anything with it."
1,pas de commentaire
1,"Trop petit, même pour une personne seule, pan incline qui limite la seul pièce à à peine 5 m au sol, accès au lit une place, soit un matelas posé a même le sol, par une échelle carrément dangereuse. Il faut être jeune et en pleine forme... le must, pas de lumière ni de lampe sur la mezzanine et l’interrupteur principal en bas. Donc vous montez dans le noir ou vous dormez avec la lumière..."
1,😁😁😁
1,Très bel hôtel
1,Bon séjour !
1,Je recommande !
1,"Nous avions réservés une chambre privé pour une certaine date mais l’hôtel avait fermé avant, cependant Emma nous a prévenu et nous a suggéré un hôtel tout aussi bien en nous demandons s’il nous convenait pour ensuite faire le transfert de réservation vers l’autre hôtel. Nous n’avions aucun frais à rajouter en plus et l’hôtel dans lequel nous avions été transférés était très bien."
1,Séjour très agréable notamment en plein confinement.
1,"Je n’ai pas séjourné dans cet hôtel, je vais donc parlé de l’aspect moral des personnes qui travaillent dans cet hôtel , après plusieurs échanges avec l’hôtel pour effectué une modification des dates  dû à la crise sanitaire actuelle , ceux-ci n’ont pas voulus être compréhensif et ne voulaient pas modifier les dates de mon séjour car apparement les prix n’étaient pas similaires (ils perdaient une trentaine d’euros dans les 215€ que j’ai payé pour mon séjour) , je vous recommande donc d’être sure et certains des dates de votre séjour car ils ne les modifieront pas."
1,"Personnel très agréable, chambre très propre et hôtel bien situé."
1,"Chambre très propre. Accueil chaleureux et personnel serviable. La localisation est juste exceptionnelle : l’hôtel se trouve en plein cœur de Paris à proximité de tout (monuments, métro, magasins, ...)"
1,"Super séjour ! Un vrai plaisir, une chambre très propre et ultra confortable avec un personnel très agréable ! Je recommande fortement"
1,"Super nuit pour un week-end, emplacement idéal et accueil agréable et rapide, bonne réactivité par message."
1,Un peu petit mais parfait!
1,Excellentes prestations
1,Hôtel très bien situé près de la Tour Eiffel et un accueil au top à l’arrivée. Les personnels sont très aimables. Je vous recommande cette hôtel 
1,"Super logement, propre. Il se situe près du centre, les personnes sont gentilles, arrangeantes et  disponibles. On y a passé un très bon week-end je recommande à 100%"
1,pas de commentaire
1,pas de commentaire
1,pas de commentaire
1,pas de commentaire
1,pas de commentaire
1,"Hôte à l’écoute et joignable même très tard le soir. L’atelier est vraiment très sympa avec une jolie décoration, tous les équipements dont on pourrai avoir besoin sont dispo. Tout est fait pour se sentir bien. Je recommande à 100%!!!"
1,"Petit appartement chaleureux, l’hôte était très réactif et accueillant ! A refaire sans hésitation.
Merci Farah"
1,"Merci à vous Farah , pour ce magnifique séjour . Tout était impeccable. Nous reviendrons avec plaisir."
1,Le séjours s'est très bien déroulé. Tout à été fluide. Le logement est accueillant et chaleureux.
1,Apt fonctionnel Farah est Très arrangeante!
1,C’est juste Waou.... la maison de Farah très propre joliment décorée ! J’espère  que je l’aurais pour mes vacances d’été 2021 
1,Parfait ! Vous pouvez y allez les yeux fermés
1,"Une hôte de qualité pour un logement de qualité, à recommander sans problème et c'est certain si nous revenons dans ce quartier nous reprendrons ce logement !"
1,Super séjour 
1,Très bien 
1,"Un véritable havre de paix dans le Paris qui bouge ! Des plus, Farah est d’une grande écoute, disponibilité et adaptabilité ! Je reviendrai :)"
1,"Un GRAND MERCI à Farah pour l’hospitalité! L’atelier est tout simplement magnifique, très propre, ça sent bon dès qu’on y met les pieds et en plus c’est bien situé car très proche des transports en commun et commerces. Top ! 
P. S.: J’ai adoré la décoration et l’agencement !"
1,"Second séjour chez Farah et nous sommes toujours conquise . Je recommande son logement. D’une propreté irréprochable ainsi qu’un mobilier design. 
Vous ne regretterez pas votre choix, foncez !"
1,"Nous sommes enchantés de notre séjour chez Farah. Délicates attentions à l’arrivée et très prévenante aussi bien à l’entrée qu’à la sortie du logement. Proximité du métro, logement cocoon d’une propreté irréprochable. Je vous recommande +++"
1,Tres bel appart
1,Farah est au top
1,"Je recommande le logement de Farah, il est magnifique. En entrant je ne m’attendais pas à cette structure et sincèrement j’ai été agréablement surprise. Tout est propre, le décor est juste sublime. Appartement très charmant avec un sous-sol très bien aéré. 
Farah est une hôte aimable, accueillante et on le ressent en séjournant chez elle. 
Lors de mon prochain retour parisien je séjournerai chez elle à coup sûr. 

Allez-y 20/20"
1,Très bel appartement bien placé et bien équipé. Nous avons très bien été accueilli et tout s'est très bien passé. Merci Farah :)
1,Appartement très agréable. Hôte très gentille
1,superbe appartement très bien agencé et décoré !
1,"Farah est une hôte digne de ce nom.  Soucieuse de notre bien-être et attentive à notre confort pour que l'on se sente comme chez nous.
Merci à elle . Nous la recommandons vivement."
1,Très agréable
1,Super séjour dans un super appartement au rdc très bien localisé en Paris. Il y a même Netflix. Farah est également très aimable et a l’écoute. Je vous recommande vivement ce bnb.
1,L’appartement est parfait et Farah très sympathique !
1,"Un logement très beau et agréable à vivre, j’ai passez un très bon séjours, a recommander :)"
1,"Bel appartement en rdc (ancien fond de commerce), agréable et bien aménagé.
Arrivée autonome et simple.

La chambre en s/sol est fraîche ce qui est agréable en ce moment avec la canicule, mais une hauteur d’ humidité cependant."
1,"Super appartement, j’y reviendrais!!"
1,Appartement bien situé pour visiter paris et bien exposé car nous n’avons pas souffert de la chaleur dedans (merci pour le ventilateur en prime). Nous avons rencontré le mari de la propriétaire qui était très sympathique. Nous sommes tous les 4 enchantés de notre séjour.
1,"Séjour agréable, beaucoup de commerce à proximité ce qui est pratique . Farah est une hôte très réactive et adorable."
1,c’est un très beau appart avec l’hôte super accueillante et à votre disposition tout le long de votre séjour . L’appart était magnifique. Le seul petit défaut et vraiment que le quartier la nuit est sensible.. donc soyez prudent
1,"Tout était parfait, Farah est une hôte disponible et accueillante, le logement est très fonctionnel, propre, bien situé, près du métro. Je recommande sans hésiter et je n’hésiterai pas à revenir ! Merci encore"
1,Personne réactive compressive hôte des qualités logement irréprochable !!
1,"Rien à dire accueillante, gentil très disponible et aux Peyton soins. Tout était parfait"
1,"Romantisme, beauté, style et confort."
1,Conforme à l’annonce. Farah était disponible et très sympathique.
1,Très bonne appartement 
1,"Farah a su être présente et réceptive tout au long de mon séjour .
L’appartement est agréable à y séjourner .
Je vous en remercie pour ma première location de air bnb"
1,Merci
1,Très sympa
1,"Recommandable à tous.
Super appartement, Hôte très accueillante."
1,Farah m a permis d acceder à l appart 1h avant. Merci à elle
1,"Farah est une hôte disponible et accueillante, nous avons apprécié notre séjour d’une nuit dans l’appartement"
1,"Première et sûrement pas la dernière fois , tout était impeccable"
1,Satisfait 
1,"Farah a sut être très réactive et joignable tout en restant aimable à la fois. 
Un très agréable  séjours :) ! 
Je recommande !"
1,Super appartement nickel et hôte toujours disponible
1,Superbe studio très chaleureux mon séjour c est très très bien passé
1,"Atelier d'artiste agréable pour passer un bon séjour.  Farah,  l'hôtesse des lieux est attentionnée et facilite en tout point votre arrivée. Bien situé pour visiter Montmartre et ses alentours."
1,L'appartement est très bon mais la quartier n'est pas le meilleur pour marcher la nuit pour les femmes
1,"Logement très agréable, bien décoré et bien équipé 
l'hôte a su être joignale et disponible 
l arrivée et le départ autonome sont un plus"
1,Très bon logement.
1,Logement confortable et joliment aménagé. cependant la salle de bains est vraiment minuscule
1,Super sejour dans ce bel appartement à Paris. A recommander. Merci Farah pour ces petites attentions
1,Parfait
1,"Appartement impeccable, parfaitement équipé, parfaitement situé à proximité de la ligne 4. 
Farah est une hôte disponible, prévenante, à recommander sans réserve !"
1,Petit appartement parfaitement équipé et très agréable à vivre. Les instructions de Farah ont été claires et précises. Le séjour s’est parfaitement déroulée ! La literie est très confortable
1,"Très bon séjour dans très bel appartement. À la fois bien desservi, Bien agencé, intimiste et cosy. Hautement recommandé :)"
1,Aucun points négatifs retenus
1,"Un accueil bienveillant et chaleureux, Farah est disponible et à votre écoute l'appartement idéalement situé est très cosi, propre et très calme. Nous y retournerons sans aucun doute."
1,"C était vraiment un super séjour, pleines d attentions, lieu extra, je recommande vivement ! :)"
1,"Nous avons passé un magnifique week-end parisien, l’appartement est proche de tout, théâtre, cours de cuisine, restaurant, shopping, nous en avons bien profité et reviendrons!
Merci encore Farah!"
1,"L’appa de Farah est superbe!
Entièrement rénové avec des matériaux de qualité. Décoration soignée. 
Farah est très agréable, réactive et pleine de petites intentions.
Nous avons passé un agréable séjour.
Merci pour tout!"
1,"Super appart, très cosy et très agréable ! Farah nous a super bien accueillis avec des petites attentions qui font plaisir ! L’appartement est situé idéalement à quelques pas de 3 stations de métro ! Des équipements dans l’appart qui font franchement rêver ! On s’y repose mais surtout on s’y sent super bien !!!"
1,"Nous avons passé un super séjour dans ce joli appartement, tout y est. Farah et son mari sont vraiment arrangeants et sympathiques!
On recommande vivement!"
1,"Très bons échanges avec Farah, qui est disponible, réactive et qui est très à l’écoute de ses hôtes. 
De belles petites attentions et un charme des lieux qui vous donne envie d’y revenir. 
Je recommande fortement!"
1,"Petit appartement absolument charmant très fonctionnel bien décoré dans une rue très calme et proche du métro qui va au centre. 
Farah a été super à l’arrivée comme au départ. Je recommande vivement."
1,"Je recommande cet appartement très beau et très moderne. Celui ci est idéal pour passer quelques jours sur Paris.
Vous ne manquerez de rien, et vous serez sûr de passer un agréable séjour."
1,"Coquet petit studio, tout neuf et chaleureux. Nos hôtes nous ont rendu de petit service bien apprécié  OK petit studio, tout neuf et chaleureux. Nos hôtes nous ont rendu de petits services bien appréciés Et un accueil chaleureux"
1,Parfait 
1,Toujours aussi agréable ! Si vous êtes de passage à Paris que vous cherchez un endroit unique ! Je vous conseille fortement le studio de Farah.
1,"C'est la deuxième fois que je m'y rend ! J'adore le style de ce studio : agréable, propre, proche de plusieurs commerce... Je compte bien revenir à mon prochain passage à Paris ! Merci à Farah"
1,Un très bel accueil et un magnifique logement super bien situé où tout est à disposition. Merci encore pour ce séjour.
1,"Super appartement, Farah est accueillante et disponible, une très bonne hôte !"
1,"L’appart est génial pour 3 personnes, très propre et super équipé. Petite attention à l’arrivée vraiment apprécié. Farah a été super accessible avec réponse rapide.
Seul petit point la chambre du bas est un peu humide mais hyper propre ☀️"
1,"Un lieu unique, agréable..."
1,Atelier d’artiste très agréable et bien équipé. Accueil adorable et petites attentions bien appréciées !
1,2
1,Excellent
1,Clean and stylish place. Thanks for Farah in understanding my issues and making me feel comfortable. Highly recommended place.
1,"Lovely duplex, cozy, practical and well decorated. I don’t think there’s AC but the temperature was perfect even though it was super hot out! Farah was a great host, thoughtful and responsive. I also greatly appreciated being able to extend my stay!"
1,Excellent
1,"非常好的住宿体验,房间布置精致,洁净而温馨｡交通方便,距离地铁站很近｡生活便捷,周边有超市､面包店｡房东非常热情､周到｡非常推荐｡"
1,The perfect place! Farah is nice!
1,"Farah place is definitely a good value deal. 

It is quite nice and the living room as a great feeling. Farah also cares about little details to make you feel welcome.

However, I’m not a huge fan of the underground bedroom. 

When it comes to location, it’s a district where gentrification is still in progress. It is close to the metro which makes it quite convenient!"
1,"The accommodation is tremendously beautiful !! You can tell by the first step in the room you want to live in it. Definitely feel like home. Farah is very helpful and reachable even late night, a great host who pay attention to details and some helpful thoughts ! I recommend it 1000% !"
1,"We had a great time in the beautiful appartment that Farah offers. The ambience of the place is lovely, and it offers everything we needed for a relaxing two day stay in Paris. We really liked the artsy 'gallery-vibe', that's what also attracted us in the first place.

Farah is very friendly and professional in contact. She made the check in/out quick and easy, which we also appreciated.  

I would definitely recommend this Airbnb to anyone looking for a place to stay in Paris."
1,"The apartment offers a pleasant stay, the check-in is easy and the host is super responsive. A few details could be improved upon here and there but nothing major."
1,My stay was great. The room is on the ground floor so you don't have to worry about climbing stairs when you get in after a long day. The place was decorated very well.
1,Muito bom. O banheiro é muito pequeno
1,"Good Airbnb for a short trip in Paris, had some issues with the cleanliness of the apartment but Farah was great in ensuring all issues were resolved. Perfect for a couple!"
1,Lovely place that had everything we needed! 100% would recommend to everyone
1,"The place itself is fine. The check in process was quiet complicated. Please, if you do decide to book this place. Take EXTRA care of yourself around this neighborhood. It is NOT safe. I was walking around and got robbed, which had my passport and documents in it. When I spoke to the police officer, they said that this specific neighborhood is not safe. Please Uber everywhere and be extra careful when you are walking."
1,Farah is a Super Host to start with . The apartment had a special ambience to it and was quiet unique.
1,Small but lovely
1,It's a nice house and Farah is so nice. The house is on the street and the bedroom is the basement. It was an interesting experience to live here.
1,"The place is very nice for a couple. Farah is very supportive. I asked a recommendation for a place to eat and get around, she always answered and her attitude spell ""I want to help you"""
1,A perfect location
1,This was a great place for my first trip to Paris and I wish that I had been able to spend even more time here! I loved the thoughtful details in the apartment such as power converters for guest from different countries.
1,Spacious spot for Paris. Well kitted out. Sleeper couch is a huge benefit! Farah is great with communication and was readily available if needed.
1,"Farah is a great host! Me and my partner stayed at her place for New Years, and we had the most amazing time. She has included everything we could’ve needed including a hair dryer, washing machine, cooker, microwave etc. The decor is stylish and chic and so homely! Check in was easy and not too far from the airport. I would definitely recommend this place and visit again!"
1,Our family (3 persons) enjoyed our stay in the apartment. Nearby we could find all the services necessary. The apartment was nicely furnished. We warmly recommend!
1,"We had a wonderful trip in Paris thanks to Farah. The apartment was cozy and stylish with everything we needed for our stay. It was nice to hang out late in the morning or come home early and spend the evening in the apartment instead of going out. We were a short walk from Montmartre, which ended up being our favorite part of Paris. The metro was unfortunately not running due to a strike, but it was easy to walk or get an Uber to different parts of the city. We would highly recommend staying here!"
1,Great place in a great location
1,"Farah was a fabulous host- very helpful, accommodating, and friendly. The two of us were comfortable and well cared for. 

The location is a perfect getaway from the city. It's on a quiet residential street just one block away from a main street that has plenty of shopping and restaurants. It is also only about 20 minute walk to Sacre Coeur and all the Montemarte restaurants and charm.  Plus, there's a great bakery about 50 ft from the front door.

If you are thinking of staying in Montemarte, we'd highly recommend Farah's place. Perdect for a couple or 2-3 friends."
1,Great place! So clean and beautiful
1,This place is good. Well designed.
1,"The check in was flexible and easy, the apartment was clean, tidy and very welcoming! We had a great stay and I have no negative feedback."
1,Farah and her husband are very welcoming and obliging people.  They responded very quickly when we had a problem & sorted it out promptly.  Comfortable apartment which was well located near the metro & a Boulangerie.  There was also the nice touch of a bottle of wine to welcome us.  Thank you Farah
1,Farah was a perfect host. She was extremely attentive and easy to get in touch with. The apartment is beautiful and had everything we needed. The complementary wine was a lovely touch! Would definitely recommend.
1,Heerlijk vertoeven in het appartement en met de metro ben je zo bij alle bezienswaardigheden!
1,"Farah’s apartment was great. Everything my wife and I needed and extremely close to a metro station, where we managed to see all of the big sights in Paris. We loved our stay, and would come back again. Farah was also very diligent and checked in multiple times during our trip. Can’t recommend her flat enough!"
1,Farah’s place is the perfect set-up if you want to live like the Parisians! It’s stylish and has everything you need. Close to transportation and easy to access. Farah and her husband were amazing hosts and we felt very welcomed by them!
1,"Dejligt roligt område, men alligevel tæt ved livlige små gader med unikke caféer og forretninger. 
Boligen virkede lidt fugtig. Badeværelset er trangt og trænger til et teknisk eftersyn."
1,"Farah was the perfect host from start to finish. The space was clean, cared for and comfortable. We loved being so close to Sacre Coeur. Our first trip to Paris was tres bien!"
1,"Lovely little place, great hist, really helpful and nice to communicate with.
We had a lovely card and bottle of wine to welcome us. Location was very handy for all amenities, but not in the most picturesque part of Monnartre. All in all a very successful stay!"
1,"The apartment is not located near popular sites and transportation to and from is too time consuming and expensive. The location did not feel safe and getting in and out of the apartment was difficult (due to the lock). Paint chipping, broken toilet and shower."
1,The place was nice and walking distance from the train station. It had some damage from previous guests but was in good shape and well stocked with amenities.
1,"Great location, really cute flat. Host is attentive and responds very quickly to any questions. Easy to take the metro to anywhere in Paris or outside of Paris. The front window was stuck open, being able to close it would have helped a lot with noise at night but we were never cold. Host did tell us after we checked in that the previous guests broke the shower and toilet, we received specific instructions on how to use them so they continued to work for us while we were there and this was nice and helpful to know, but in order for this airbnb to keep its ""plus"" status the bathroom could use some basic TLC.
Overall we were happy and the host was amazing and communicated everything with us and was always honest. Great bakery just a few steps away too!"
1,Farah was a wonderful host. The place was very nice and modern. We loved it's location!
1,"Our stay here was great. The location was close to the Metro and we felt very safe here despite being on ground floor. The living area was clean and comfortable, and it was a great place to come back to after a long day of being tourists! Thanks Farah :)"
1,"Super Appartement 
Liegt in einer ruhige Straße 
Nahe Mommatre und Metro"
1,"The hosts are truly lovely and accommodating and go out of their way to make sure you are okay and taken care of.

I enjoyed the location and being outside of the tourist areas and it was easy to get around via bus and train. 

The layout of the apartment is quaint and has lovely deco.

If you want to feel more like a local, I'd recommend the stay. 

There is noise from the bar next door on some nights,  so if you're a light sleeper- this is not for you."
1,"The place itself was very cute and stylish! Farah was kind and easy to reach. I loved the self check in and check out. The area felt a little sketchy at night, but we loved walking around during the night and it was a short distance to many points of interest. We felt very at home during our stay! Thank you Farah!"
1,"What a perfect place to enjoy some days in Paris! The apartment is fully equipped with everything you need to feel comfy and safe. We could feel the love Farah has put into all the beautiful details in her apartment to create a warm and cozy environment. Farah has been very attentive and kind and it’s been an absolutely pleasure enjoying our weekend at her place. Thank you, Farah!"
1,We had a great time staying at Farah's place. It was beautiful and located in an interesting area.
1,We hadden een aangenaam verblijf in Parijs. Rustige buurt . Goed gelegen (dicht bij de metro). Ideaal voor met z'n tweetjes.
1,Great apartment in the artistic part of Paris. Fabulous markets on the main boulevard most days where you can buy anything from fresh vegetables to clothes
1,"Farah was a great host. Very responsive.  The place was a bit hot and musty, but if you have a high tolerance it’s a good value if you want to stay near the Montmartre area."
1,"Amazing. Farah and her trendy apartment was the PERFECT Parisian home for me during my stay. She was incredibly hospitable and welcoming, even a welcome bottle of wine. The apartment is very modern but cozy as well. Loved it and would absolutely recommend!!"
1,"We had a lovely stay at Farah's place. We appreciated the extra touches like cakes, cider, bread, coffee left for us. The space is stylish and modern."
1,Is gooddddd
1,"What a gem! This was our second time to Paris, so this time we wanted to stay away from the congested tourist spots. Montmartre is a fun neighborhood which gives you the feel of being a local. From beginning to end, Farah was hospitable and prompt. Their apartment is so cute, clean and modern!  The only downside, not much counter space or storage space. We comfortably slept three -my husband, me and our adult son- but we had all our belongings spread  all over  the living room and kitchen counter. But that is typical of Paris apartments, they are cozy. So just keep that in mind when packing. A big luggage is not necessary, especially since there is a W/D."
1,"Sehr hübsche Wohnung , aber Schlafzimmer im Keller ohne Fenster, nur Klimaanlage. Türe  im Erdgeschoss nicht zum Offen stehen lassen, da es auf die Straße hinaus geht."
1,"The home was just as stylish as photographed and described. There were thoughtful touches such as converters in the outlets and a folder Farah made describing different amenities and listing restaurant recommendations. When we needed help figuring out how to use the washer/dryer, Farah responded right away even though she was in the hospital about to deliver her baby. I did need help carrying the luggage down on the narrow, winding staircase to the bedroom, but thankfully, my travel mates were able to help. For my first Airbnb experience, I was very pleased."
1,"Everything is great. it is near the train station and it is easy to go everywhere. 
Farah's home is so cosy. its just feels like home to me. With Netflix available on TV and wifi. 
The house is complete with first aid kit and household needs."
1,"Perfect appartment for a wonderful weekend in Paris. Farah is a great host, answerig on every question within seconds and preparing your stay in a way you feel really welcome."
1,"Very nice place, very clean and close to the Metro."
1,"Great place! Easy to get around in Paris from this location. It was warm outside but the main bedroom is below ground keeping it nice and cool. The plug adapters were a great benefit for out of town travelers. Wish we would have more time in the neighborhood as a short walk around on the last night showed us many cute restaurants and cafes. Only info we would share for people considering is that the stairs to get to the bedroom are slightly narrow, we managed. All in all we would definitely recommend the place!"
1,All in all a decent stay. Has everything you need for a quick trip in Paris. Conveniently close to Simplon train station. The only thing I could not tell from the description and photos was that the bedroom is actually underground sort of like a basement. I had assumed it was more like a loft. But regardless the host was responsive and the unit was very nice. Very comfortable bed too!
1,"Farah is an excellent hostess, really caring and helpful, had lots of good tips for restaurants. The place is perfect for a weekend getaway. We’d love to come back next time we’ll visit Paris!"
1,"Farah’s home is clean, stylish, and very comfortable for a few guests! There are good amenities (like a TV, soundbar, etc) that are easy to use. The apartment is close to the metro (4 line) and you can easily get groceries, etc nearby."
